Company Name,Country,Industry,Website
Serbia Broadband,Serbia,Telecommunication,www.sbb.rs
Serbian Railways Infrastructure,Serbia,Railway Infrastructure Asset Management,infrazs.rs
Severtrans,Serbia,Public Transport,www.severtrans.rs
SIMPO,Serbia,Manufacturing,simpo.rs
Sloboda Čačak,Serbia,Defense,www.sloboda.co.rs
Serbia and Montenegro Air Traffic Services Agency,Serbia,Aerospace,www.smatsa.rs
Sojaprotein,Serbia,Agribusiness,www.sojaprotein.rs/en
Srbija Kargo,Serbia,Cargo Rail Transport,srbcargo.rs
Srbija Voz,Serbia,Rail Transport,www.srbvoz.rs
Srbijagas,Serbia,Natural Gas,www.srbijagas.com
Srbijašume,Serbia,Wood,www.srbijasume.rs
Štark,Serbia,Food Manufacture,www.stark.rs
Swisslion Group,Serbia,Food & Drinks Manufacturer,swisslion-takovo.com
Tanjug,Serbia,News Media,www.tanjug.rs
Tarkett d.o.o.,Serbia,Manufacturing,tarkett.rs
Telekom Srbija,Serbia,Telecommunications,www.mts.rs
Telenor Serbia,Serbia,Telecommunication,www.telenor.rs
Tigar Tyres,Serbia,Manufacturing,www.tigar-tyres.com
Trayal Corporation,Serbia,Manufacturing,trayal.rs/en/home
UniCredit Bank Serbia,Serbia,Financial Services,www.unicreditbank.rs
Univer-Export,Serbia,Retail,www.univerexport.rs
Valjaonica bakra Sevojno,Serbia,Metals,www.vbs.co.rs
Valjevska Pivara,Serbia,Beverages,valjevskapivara.rs
Victoria Group,Serbia,Holding,www.victoriagroup.rs
Vip mobile,Serbia,Wireless Services; Telecommunication,www.vipmobile.rs
Vojvođanska banka,Serbia,Banking,www.voban.co.rs/
Vojvođanska banka a.d.,Serbia,Finance And Insurance,www.otpsrbija.rs
Yugoimport SDPR,Serbia,Defense,www.yugoimport.com/en
Zastava Arms,Serbia,Arms Industry,www.zastava-arms.rs/en
Zastava Trucks,Serbia,Automotive,www.zastava-kamioni.co.rs
RTB Bor,Serbia,Copper Mining And Smelting,www.rtb.rs
2C2P,Singapore,"E-Commerce Payment System, Financial Services",www.2C2P.com
Aetos Security Management,Singapore,Company Police/Security Services,www.aetos.com.sg
Antlabs,Singapore,Information Technology,antlabs.com
Ayam Brand,Singapore,Food Processing,www.ayambrand.com
BreadTalk,Singapore,Food And Beverage,www.breadtalk.com
Broadcom Limited,Singapore,Semiconductors,broadcom.com
CapitaLand,Singapore,Commercialfinancial Serviceshospitalityreal Estatereitsresidentialretail,capitaland.com
Carousell (company),Singapore,E-Commerce,https://carousell.com
Certis Group,Singapore,Company Police/Security Services,www.certisgroup.com/
Charles & Keith,Singapore,Fashion,charleskeith.com
Creative Technology,Singapore,Consumer Electronics,www.creative.com
DBS Bank,Singapore,Banking,dbs.com
Dnata Singapore,Singapore,Ground Handling,http://www.dnata.sg
FilmTack,Singapore,Window/Glass Tinting,www.filmtack.com
Flextronics,Singapore,Electronics Manufacturing Services (Ems)Original Design Manufacturer (Odm),Flex.com
Fraser and Neave,Singapore,Conglomerate,www.fraserandneave.com
Garena,Singapore,Internet Online Retailing,www.seagroup.comwww.garena.sg
Genting Singapore,Singapore,"Tourism, Resorts, Gaming",GentingSingapore.com
GlobalRoam,Singapore,Telecommunications,www.globalroam.com/
Grab (application),Singapore,Transportationdeliveryfinancial Services,www.grab.com
Great Eastern Life,Singapore,Finance And Insurance,www.greateasternlife.com Great Eastern
Keppel Corporation,Singapore,Offshore & Marine Property Infrastructure Investments,www.kepcorp.com
M1 Limited,Singapore,Telecommunications,www.m1.com.sg
Mediacorp,Singapore,Entertainmentmass Mediainteractive Mediamedia Consultancyoutdoor Advertising,www.mediacorp.sg
MyRepublic,Singapore,Telecommunication,myrepublic.net
NETS (company),Singapore,Financial Services,www.nets.com.sg
Neptune Orient Lines,Singapore,Transport,nol.com.sg
NTUC FairPrice,Singapore,Retail,http://www.fairprice.com.sg/
OCBC Bank,Singapore,Banking,www.ocbc.com
Osim International,Singapore,Healthcare,www.osim.com
PSA International,Singapore,Transport,www.globalpsa.com
Popular Holdings,Singapore,"Retail & Distribution, Publishing, E-Learning & Property Development",www.popularworld.com/
POSB Bank,Singapore,Banking,www.posb.com.sg
Quest Global,Singapore,"Aerospace & Defence, Aeroengines, Transportation, Power And Industrial, Oil & Gas, Medical Devices, Hi-Tech",www.quest-global.com
Renewable Energy Corporation,Singapore,Solar Energy,www.recgroup.com
Robinsons & Co.,Singapore,Retail,www.robinsons.com.sgwww.robinsons.com.my
SBS Transit,Singapore,Public Transport,www.sbstransit.com.sg
SembCorp Marine,Singapore,"Offshore, Marine & Energy",www.sembmarine.com
SIA Engineering Company,Singapore,Mro Services For International Airlines,www.SIAEC.com.sg
Singapore Press Holdings,Singapore,"Publishing, Mass Media",www.sph.com.sg
SMRT Corporation,Singapore,"Transport, Engineering, Financial",www.smrt.com.sg
Singapore Petroleum Company,Singapore,Oilpetroleum Refiningaviation,www.spc.com.sg
Singtel,Singapore,Telecommunications,singtel.com
ST Engineering,Singapore,"Engineering, Defense",www.stengg.com
Standard Chartered Singapore,Singapore,"Banking, Financial Services",www.sc.com/sg/
StarHub,Singapore,Telecommunications,www.starhub.com
SSMC,Singapore,Electronics,www.ssmc.com/
Tangs,Singapore,Retail,http://www.tangs.com/
Tee Yih Jia,Singapore,Food Manufacturing,www.teeyihjia.com
Temasek Holdings,Singapore,Investment Management,www.temasek.com.sg
Tiger Airways Holdings,Singapore,Airline,www.tigerair.com
Twelve Cupcakes,Singapore,Food And Beverage,twelvecupcakes.com
Vertex Venture Holdings,Singapore,Venture Capital,vertexholdings.com
Ya Kun Kaya Toast,Singapore,Food And Beverage,yakun.com
Yeo Hiap Seng,Singapore,Conglomerate,www.yeos.com.sg
Wilmar International,Singapore,Food Processing,www.wilmar-international.com
Elnec,Slovakia,"Electronics, Technology",Elnec.com
ESET,Slovakia,Security Software,www.eset.com/
Istrobanka,Slovakia,Financial Services,www.istrobanka.sk/
JJ Electronic,Slovakia,Electronics,www.jj-electronic.com
"OFZ, a.s., Istebné",Slovakia,Metallurgy,www.ofz.sk
Orange Slovensko,Slovakia,Telecommunications,www.orange.sk
Poštová banka,Slovakia,Financial Services,www.postovabanka.sk
Slovak Telekom,Slovakia,Communications Services,www.telekom.sk
Slovalco,Slovakia,Aluminium,http://www.slovalco.sk
Slovenská pošta,Slovakia,Postal Service,http://www.posta.sk/en
Slovenská sporiteľňa,Slovakia,Financial Services,www.slsp.sk/en/personal
Slovenské elektrárne,Slovakia,Electricity,www.seas.sk
Slovenský plynárenský priemysel,Slovakia,Energy,http://www.spp.sk
Slovnaft,Slovakia,Oil And Gas Industry,www.slovnaft.sk
Sygic,Slovakia,Gps Navigation Software,www.sygic.com
Tatra banka,Slovakia,Financial Services,www.tatrabanka.sk Mateřská společnost - Raiffeisen Bank International AG
O2 Slovakia,Slovakia,Telecommunication,www.o2.sk
Transpetrol AS,Slovakia,Petroleum,www.transpetrol.sk
Železničná spoločnosť Slovensko,Slovakia,Rail Transport,www.zssk.skwww.slovakrail.sk
Academa,Slovenia,"Software Development, Internet",www.academa.si
AMIS (ISP),Slovenia,Internet Service Provider (Isp),www.amis.net
Elan (company),Slovenia,Sports Equipment,elanskis.com
Goodyear Dunlop Sava Tires,Slovenia,"Tyres, Rubber",sava-tires.si
Gorenje,Slovenia,Home Appliances,gorenjegroup.com
Istrabenz,Slovenia,Conglomerate,www.istrabenz.si
Krka (company),Slovenia,Pharmaceutical,www.krka.biz/en
Mobitel (Slovenia),Slovenia,Mobile Telecommunications,www.mobitel.si
Petrol Group,Slovenia,Oil And Gas Industry,www.petrol.eu
XLAB d.o.o,Slovenia,Software And Consulting,www.xlab.si
ZootFly,Slovenia,Video Games,www.zootfly.com
First Somali Bank,Somalia,"Banking, Finance, Money Transfer",www.firstsomalibank.com
Golis Telecom Somalia,Somalia,Telecommunications,www.golistelecom.com
Hormuud Telecom,Somalia,Telecommunications,www.hormuud.com
International Bank of Somalia,Somalia,Banking Financial Services,www.ibsbank.so
NationLink Telecom,Somalia,Telecommunications,www.nationlinktelecom.com
Salaam Bank,Somalia,"Banking, Finance",www.salaam-bank.com
Salaam Somali Bank,Somalia,"Banking, Finance",www.salaamsombank.com
Somafone,Somalia,Telecommunications,www.somafone.com
Somali Energy Company,Somalia,Electric Power,www.somenergy.com
Somaliland Beverage Industries,Somalia,Beverages,laas-group.com
SomCable,Somalia,Telecommunications,www.somcable.com
Somtel,Somalia,Telecommunications,www.somtelnetwork.net
Telcom (Somalia),Somalia,Telecommunications,www.telcom-somalia.com
Telesom,Somalia,Telecommunications,www.telesom.net
Equity Bank South Sudan Limited,South,Banking And Finance,ss.equitybankgroup.com
Ivory Bank,South,Banking,www.ivorybankss.com
Nile Commercial Bank,South,Banking,web.archive.org/web/20110716112548/http://www.southern-sudan.com/nilebank.htm
3scale,Spain,Internetcomputer Software,3scale.net
Abengoa,Spain,"Engineering & Construction In The Infrastructure, Energy And Water Sectors.",abengoa.com
Abertis,Spain,Infrastructure,www.abertis.com
Acciona,Spain,"Infrastructure (Construction, Water, Industrial And Services) And Renewable Energy",www.acciona.com
Acerinox,Spain,Steel,www.acerinox.es
ACS Group,Spain,Civil Engineering,www.grupoacs.com
Akamon Entertainment,Spain,"Interactive Entertainment, Social Gaming",http://www.akamon.com
Amadeus IT Group,Spain,Travel Technology,amadeus.com
Atresmedia,Spain,Mass Media,grupoantena3.com
Banco Bilbao Vizcaya Argentaria,Spain,Financial Services,www.bbva.com
Banco Popular Español,Spain,Financial Services,www.bancopopular.es
Banco Sabadell,Spain,Financial Services,www.grupbancsabadell.com
Banco Santander,Spain,Financial Services,www.santander.com
Banesto,Spain,Financial Services,banesto.es
Bankinter,Spain,Financial Services,www.bankinter.com
Bolsas y Mercados Españoles,Spain,Finance,www.bolsasymercados.es
BRB Internacional,Spain,"Animation, Production, Distribution, Licensing",brb.es
CATUAV,Spain,Unmanned Aerial Vehicles Services,www.catuav.com
Chupa Chups,Spain,Confectionery,chupachups.com
CIE Automotive,Spain,Automotive,http://www.cieautomotive.com
Cintra,Spain,Transportation,Spain: www.cintra.es U.S.: www.cintra.us
Compañía Española de Petróleos,Spain,Petroleum,www.cepsa.com
Compañía Logística de Hidrocarburos,Spain,Petroleum Logistics Industry,www.clh.es/GrupoCLHIngles/
Construcciones Aeronáuticas SA,Spain,Aviation,www.casa.eads.net/
Construcciones y Auxiliar de Ferrocarriles,Spain,Manufacturing,CAF.net
Correos,Spain,"Postal Services, Courier",www.correos.es
Cortefiel,Spain,Retail,www.tendam.es
Ebro Foods,Spain,Food Processing,www.ebrofoods.es
El Corte Inglés,Spain,Retail,www.elcorteingles.com
Enagás,Spain,Energy Industry,www.enagas.com
Endesa (Spain),Spain,Public Utility,endesa.com
Eroski,Spain,Retail,Eroski.es
Euskaltel,Spain,Telecommunications,euskaltel.com
Ferrovial,Spain,Transportation,www.ferrovial.com/en
Fomento de Construcciones y Contratas,Spain,"Construction, Civil Engineering",www.fcc.es
Gamesa Corporación Tecnológica,Spain,Engineering,www.siemensgamesa.com
Gas Natural,Spain,Natural Gas Utility,www.naturgy.com
GMV Innovating Solutions,Spain,High Technology,www.gmv.es
Grupo Agbar,Spain,Utilities,www.agbar.es/en
Grupo Antolin,Spain,Automotive,www.grupoantolin.com
Hipercor,Spain,Retail (Hypermarket),www.hipercor.es
Iberdrola,Spain,Electric Utility,www.iberdrola.es
IDAPT,Spain,Consumer Electronics,www.idaptweb.com
Idilia Foods,Spain,Food Processing,www.idilia.es
Inditex,Spain,Retailing,www.inditex.com
Indra Sistemas,Spain,"It Services, It Consulting",www.indracompany.com/en/
Inmobiliaria Colonial,Spain,Real Estate,www.inmocolonial.com
Kelme (company),Spain,Textile,www.kelme.com
La Caixa,Spain,Social Work,www.obrasociallacaixa.org
Lacasa,Spain,Confectionery,www.lacasa.es
Llaollao,Spain,Restaurants,http://www.llaollaoweb.com/
Mango (clothing),Spain,Retail,"shop-mango.com, shop.mango.com"
Mapfre,Spain,Insurance,www.mapfre.es
Marfeel,Spain,Cloud Servicesmobile Webmobile Advertisingmobile Contentelectronic Publishing,marfeel.com
Mediaset España Comunicación,Spain,Media,www.mediaset.es
Meliá Hotels International,Spain,"Travel, Tourism",www.melia.com
Mercadona,Spain,Retail,www.mercadona.com
Naipes Heraclio Fournier,Spain,Playing Card Manufacturer,www.nhfournier.es
NH Hotel Group,Spain,"Travel, Tourism",www.nh-hotels.com
Nodosa,Spain,"Shipbuilding, Shiprepair.",http://www.nodosa.com/
Obrascón Huarte Lain,Spain,Construction,https://www.ohl.es/en/
Orbea,Spain,Bicycles,orbea.com
Pacha Group,Spain,"Leisure, Lifestyle",www.pacha.com
Pescanova,Spain,Fishing,www.pescanova.com
PRISA TV,Spain,Media,www.prisatv.es
Private Media Group,Spain,"Sic 272 - Periodicals Publishing, Or Publishing And Printing",prvt.comprivate.com
Prosegur,Spain,Security,www.prosegur.com
Pyro Studios,Spain,Interactive Entertainment,www.pyromobilegames.com
Red Eléctrica de España,Spain,Utilities,www.ree.es
Repsol,Spain,Oil And Gas,www.repsol.com
RIU Hotels,Spain,Tourism Industry,riu.com
Sacyr,Spain,"Construction, Investment",www.sacyr.com
Santana Motor,Spain,Automotive,www.santana-motor.es
SEAT,Spain,Automotive,www.seat.com
SENER,Spain,Engineering & Construction,www.sener.es
Talgo,Spain,Rail Vehicle Manufacturing,talgo.com
Técnicas Reunidas,Spain,Construction And Engineering,www.tecnicasreunidas.es
Telefónica,Spain,Telecommunications,www.telefonica.com
Telepizza,Spain,Restaurant,www.telepizza.co.uk
Terra (company),Spain,Internet,www.terra.com
Uralita Group,Spain,General Building Materials,www.uralita.com
Vidal confectionery,Spain,Confectionery Manufacturing,www.vidal.es
Vodafone Spain,Spain,Mobile Telecommunications,www.vodafone.es
Zara (retailer),Spain,Retail,zara.com
Bank of Ceylon,Sri,"Banking, Financial Services",boc.lk
Airtel Sri Lanka,Sri,Telecommunication,www.airtel.lk
Cargills (Ceylon),Sri,Bankingretailfmcgrestaurant,www.cargillsceylon.com
Ceylinco Consolidated,Sri,Finance,www.ceylincoconsolidated.com
Ceylon Biscuits Limited,Sri,Food,www.muncheelk.com
Ceylon Cold Stores,Sri,"Food, Beverage",www.elephanthouse.lk
Ceylon Petroleum Corporation,Sri,Oil And Gas,ceypetco.gov.lk
Colombo Dockyard,Sri,Heavy Industry/Shipbuilding,cdl.lk
Commercial Bank of Ceylon,Sri,Finance,www.combank.lk
DFCC Bank,Sri,Banking & Finance,www.dfcc.lk/
Dialog Axiata,Sri,Telecommunications,www.dialog.lk
Distilleries Company of Sri Lanka,Sri,Diversified,www.dcslgroup.com
Edulanka,Sri,Internet,edulanka.lk
Etisalat (Sri Lanka),Sri,Telecommunications,www.etisalat.lk
Gateway Group,Sri,Education,www.gatewayworldwide.com
Hatton National Bank,Sri,Finance,www.hnb.net
Hayleys,Sri,Diversified Conglomerate,www.hayleys.com
Hutch (Sri Lanka),Sri,Telecommunication,www.hutch.lk
Independent Television Network,Sri,Television,www.itn.lk
JAT Holdings,Sri,"Paints, Technology, Furnishing",jatholdings.com
Jetwing Hotels,Sri,Hotels,jetwinghotels.com
John Keells Holdings,Sri,Conglomerate,www.keells.com
Lanka Bell,Sri,Telecommunications,www.lankabell.com
LAUGFS Holdings,Sri,Energy Industrylogisticshospitalitymanufacturingfood Industryretailreal Estateconstruction,laugfs.lk
Maliban Biscuit Manufactories Limited,Sri,Biscuitssnack Food,www.malibanbiscuit.com
MAS Holdings,Sri,Apparel & Textile,masholdings.com
Melstacorp,Sri,Beverageshospitality Industryplantationsenergyfinancial Serviceslogisticstelecommunicationsinformation Technology,www.melsta.com
Micro Cars,Sri,Automotive,www.microcars.lk
MillenniumIT,Sri,Information Technology,millenniumit.com
Mobitel (Sri Lanka),Sri,Mobile Telecommunications,www.mobitel.lk
National Savings Bank (Sri Lanka),Sri,Finance,www.nsb.lk
Nations Trust Bank,Sri,Finance,www.nationstrust.com
Pan Asia Bank,Sri,Finance,www.pabcbank.com
Pelwatte Sugar Industries,Sri,Sugar,www.pelwattesugar.com
Sampath Bank,Sri,Finance,www.sampath.lk
Seylan Bank,Sri,Finance,www.seylan.lk
Softlogic Holdings,Sri,"Ict, Healthcare, Retail, Financial Services, Automobiles, Leisure",softlogic.lk
Sri Lanka Insurance,Sri,Financial Services,www.srilankainsurance.com
Sri Lanka Telecom,Sri,Telecommunications,www.slt.lk
Vesess,Sri,Softwareweb,vesess.com
Wijeya Newspapers,Sri,Media,wijeyanewspapers.lk
Al Shamal Islamic Bank,Sudan,Financial Services,www.shib.sd
Bank of Khartoum,Sudan,Bank,http://bankofkhartoum.com/
Greater Nile Petroleum Operating Company,Sudan,Oil And Gas Industry,www.gnpoc.com/
Military Industry Corporation,Sudan,Defence,www.mic.sd
Sudan Khartoum Refinery Company,Sudan,Oil Refinery,http://www.krcsd.com
Sudani One,Sudan,Telecommunications,http://www.sudatel.sd/
Sudatel,Sudan,Telecommunications,http://www.sudatel.sd/
3H Biomedical,Sweden,Biotechnology,www.3hbiomedical.com
AarhusKarlshamn,Sweden,Vegetable Oils And Fats,www.aak.com
Acne Studios,Sweden,Fashion,www.acnestudios.com
ÅF,Sweden,"Consulting Services For Energy, Industry And Infrastructure Projects",www.afry.com
Alfa Laval,Sweden,"Manufacturing, Engineering And Service",www.alfalaval.com
AP&T,Sweden,Manufacturing & Industry: Machine Tools,aptgroup.com
Aptilo Networks,Sweden,Telecommunications,www.aptilo.com
ABB Group,Sweden,Electrical Equipment,www.abb.com
Assa Abloy,Sweden,Manufacturing And Services,assaabloy.com
Atlas Copco,Sweden,Industrial Equipment,www.atlascopcogroup.com
Autoliv,Sweden,Automotive Safety,www.autoliv.com
Avalanche Studios,Sweden,Video Games,avalanchestudios.com
Avanza,Sweden,Financial Services,www.avanza.se/start
Axfood,Sweden,Retail,axfood.se
Axis Communications,Sweden,Video Surveillance,www.axis.com
Ballograf,Sweden,Writing Implements,ballograf.com
Berg Propulsion,Sweden,Manufacturing & Service,www.bergpropulsion.com
Betsson,Sweden,Online Gambling(Holding Company),betssonab.combetssongroup.com
BillerudKorsnäs,Sweden,Forestry Products,www.billerudkorsnas.se
Bindomatic,Sweden,"Office Supplies, Document Binding",www.bindomatic.com
BioGaia,Sweden,Probiotics,http://www.biogaia.com
Boliden AB,Sweden,Basic Resources,boliden.com
Bona AB,Sweden,"Products For The Installation, Renovation And Maintenance Of Wooden Floors",www.bona.com
Bonnier Group,Sweden,Media Group,bonnier.com
Bredbandsbolaget,Sweden,Internet Service Provider,www.bredbandsbolaget.se
Brio (company),Sweden,Toys,http://www.brio.net/en/130Y
Camfil,Sweden,Air Filtration,www.camfil.com
Carnegie Investment Bank,Sweden,Bankingfinancial Services,www.carnegie.se
Clas Ohlson,Sweden,Retail,www.clasohlson.com
Clavia,Sweden,Synthesizers,nordkeyboards.com
Cloetta,Sweden,Confectionery,www.cloetta.com
Com Hem,Sweden,Telecommunications,www.comhem.se
Comviq,Sweden,Telecommunications,comviq.se
Coop Norden,Sweden,Retail,coopnorden.com
Dataphone,Sweden,Telecommunications,www.ip-only.se
Doro (telecoms),Sweden,"Consumer Electronics, Assistive Technology",Doro.com
EA DICE,Sweden,Video Games,dice.se
Elanders,Sweden,Printing,www.elanders.com
Electrolux,Sweden,Home Appliance,electrolux.com
Elekta,Sweden,Oncology Neuroscience Radiation Therapy Electronic Medical Record,www.elekta.com
Elektron (company),Sweden,Musical Instruments,elektron.se
Elfa International,Sweden,"Storage Solutions (Sliding Doors, Interior System)",www.elfa.com
ENEA AB,Sweden,Software & Programming,http://www.enea.com/
Eniro,Sweden,"Advertising, Publishing",www.enirogroup.com
Ericsson,Sweden,Telecommunications Equipmentnetworking Equipment,www.ericsson.com
Fatshark,Sweden,Video Games,https://www.fatshark.se/
Filippa K,Sweden,Fashion,Filippa-k.com
Fjällräven,Sweden,Retail,www.fjallraven.com
Flexlink,Sweden,Industry Automation,www.flexlink.com/
Föreningsbanken,Sweden,Financial Services,www.swedbank.com
Forex Bank,Sweden,Banking,www.forex.se/en/
Frictional Games,Sweden,Video Games,frictionalgames.com
Gekås,Sweden,Retail,gekas.se
Getinge Group,Sweden,Health Care,getinge.com
Gunnebo Group,Sweden,Security,www.gunnebogroup.comwww.gunnebo.com
H&M,Sweden,Retail,www.hm.com
Haglöfs,Sweden,Outdoor Equipment,www.haglofs.se
Hagström,Sweden,Musical Instruments,hagstromguitars.com
Haldex (company),Sweden,Commercial Vehicle Industry,Haldex.com
Hallberg-Rassy,Sweden,Yacht Building,www.hallberg-rassy.com
Handelsbanken,Sweden,Financial Services,www.handelsbanken.com
Hasselblad,Sweden,Photographic Equipment And Supplies,www.hasselblad.com
Hästens,Sweden,Furnitures / Luxury Goods,http://www.hastens.com/
Hestra,Sweden,Clothing,http://www.hestragloves.com/
Hexagon AB,Sweden,Metrology,www.hexagon.com
HMS Industrial Networks,Sweden,Technology Industry,hms-networks.com
Höganäs AB,Sweden,Powder Metallurgy,www.hoganas.com
Holmen (company),Sweden,Forestry Products,https://www.holmen.com/
Husaberg,Sweden,Motorcycle,www.husaberg.com
Husqvarna Group,Sweden,Consumer Durables,www.husqvarnagroup.com
IAR Systems,Sweden,Software Engineering,iar.com
IFS AB,Sweden,Enterprise Software,www.ifs.com
Ikano Bank,Sweden,Retail Banking,http://www.ikanobank.se/
IMINT Image Intelligence AB,Sweden,"Software, Image Analysis",weareimint.com
Ingate Systems,Sweden,Telecommunication Equipment,www.ingate.com
Intertex,Sweden,Telecommunication Equipment,www.ingate.com
Investment AB Latour,Sweden,Investment,www.latour.se
Investment AB Öresund,Sweden,Investment,www.oresund.se
Investor AB,Sweden,Industrial Holding Company,www.investorab.com
IsaDora cosmetics,Sweden,Consumer Goods,isadora.com
IZettle,Sweden,Financial Technology,www.izettle.com
J.Lindeberg,Sweden,Fashion,J.Lindeberg USA-Canada www.jlindeberg.com
Jeeves (ERP system),Sweden,Computer Software,www.jeeveserp.com/sv
Jernhusen,Sweden,Railways,www.jernhusen.se
Kinnevik AB,Sweden,Investment,www.kinnevik.com
Klarna,Sweden,Finance,www.klarna.com
Koenigsegg,Sweden,Automotive,koenigsegg.com
Kosta Glasbruk,Sweden,"Glassware, Art Glass",KostaBoda.se
L E Lundbergföretagen,Sweden,Investment,www.lundbergforetagen.se
LeoVegas,Sweden,Online Gambling,www.leovegas.com leovegasgroup.com/en
Lindex,Sweden,Fashion,www.lindex.com
LKAB,Sweden,Mining,LKAB.com
Loomis (company),Sweden,"Security, Cash Transport, Banking/Atm Services",www.loomis.com
Lundin Petroleum,Sweden,Petroleum,www.lundin-energy.com
MachineGames,Sweden,Video Games,machinegames.com
Massive Entertainment,Sweden,Video Games,massive.se
Mecel,Sweden,Automotive Software And System,www.mecel.se
Meda AB,Sweden,Pharmaceutical Industry,www.meda.se/
Micromy,Sweden,"Hard Surface Coating, Pvd",www.micromy.com
Modern Times Group,Sweden,Media,www.mtg.com
Mojang,Sweden,Video Games,mojang.com
Mölnlycke Health Care,Sweden,Medical Devices,www.molnlycke.com
MySQL AB,Sweden,Computer Software,www.mysql.com
Nanoradio (company),Sweden,Wireless Semiconductors,www.nanoradio.se
Nasdaq Nordic,Sweden,Financial Services,www.nasdaqomxnordic.com
NCC AB,Sweden,Construction,www.ncc.se/en
Nobina,Sweden,Public Transport,www.nobina.com
NOHAB,Sweden,Engineering,www.nohab.se/
Nordiska Kompaniet,Sweden,Retail,NK.se
NorthStar,Sweden,Lead–Acid Batteryelectronics,northstarbattery.com
Nudie Jeans,Sweden,Fashion,www.nudiejeans.com
Nyfors,Sweden,Fusion Splicing,www.nyfors.com
Nynas,Sweden,Oil,http://www.nynas.com
Odd Molly,Sweden,Fashion,oddmolly.com
Öhlins,Sweden,Automotive Industry,www.ohlins.com
Onoff (retailer),Sweden,Retail,onoff.se
Orexo,Sweden,Pharmaceutical,Orexo.com
Oriflame,Sweden,"Consumer Goods, Multi-Level Marketing",oriflame.com
Ovako,Sweden,Steel,ovako.com
Paradox Interactive,Sweden,Video Games,www.paradoxplaza.com
Peab,Sweden,Construction,peab.se
Peltarion,Sweden,Artificial Intelligence,peltarion.com
Phadia,Sweden,Pharmaceutical,Phadia.com
Polarbröd,Sweden,Bread Production,www.polarbrod.se
PostNord,Sweden,Postal Service,postnord.com
PostNord Sverige,Sweden,Mail,www.posten.se
Profoto,Sweden,Photographic Equipment,www.profoto.com
PS Communication,Sweden,Marketing Communications,www.ps-communication.se
Ratos,Sweden,Private Equity,www.ratos.se
Recipharm,Sweden,Pharmaceutical Contract Development And Manufacturing Organisation,recipharm.com
Remograph,Sweden,Computer Software,www.remograph.com
Saab Automobile,Sweden,Automotive,SaabCars.com
Saab Group,Sweden,Aerospace And Defence,saabgroup.com
Sandvik,Sweden,Engineering,home.sandvik
SAS Group,Sweden,Aviation,www.sasgroup.net
SCA (company),Sweden,"Forestry, Paper",www.sca.com
Scalado,Sweden,Imaging Softwareimaging Technology Mobile Imaging,http://www.scalado.com
Scandic Hotels,Sweden,Hospitality,www.scandichotels.com
Scania AB,Sweden,Automotive,www.scania.com
Seavus,Sweden,Software Development And Consulting,www.seavus.com
SEB Group,Sweden,Financial Services,www.sebgroup.com
Sector3 Studios,Sweden,Video Games,http://sector3studios.com/
Securitas (Swedish security company),Sweden,Security,securitas.com
Securitas Direct,Sweden,Security,www.securitasdirect.es
Semcon,Sweden,"Automotive Industry,Manufacturing And Process Industries, Energy Sector, Life Science, Telecom",Semcon.com
SF Studios,Sweden,Film,sfstudios.se
Simogo,Sweden,Video Games,www.simogo.com
Skandia,Sweden,Financial Services,www.skandia.sewww.skandia.com
Skanska,Sweden,Construction,www.skanska.com
Skellefteå Kraft,Sweden,Power Industry,www.skekraft.se
SKF,Sweden,Manufacturing,skf.com
Skygoblin,Sweden,Video Games,www.skygoblin.com
Smart Eye,Sweden,Hardware And Software Development,www.smarteye.se
Södra,Sweden,Forestry,www.sodra.com
SSAB,Sweden,Steel,http://www.ssab.com
Starbreeze Studios,Sweden,Video Games,starbreeze.com
Stena Line,Sweden,Transport,www.stenaline.com
Swedbank,Sweden,Financial Services,www.swedbank.com
Swedish Match,Sweden,Personal & Household Goods[1],www.swedishmatch.com
Swedish Orphan Biovitrum,Sweden,Pharmaceutical,sobi.com
Swegon,Sweden,Indoor Climate,Swegon.com
Syncron International AB,Sweden,"Supply Chain Management, Software, Erp Software, After-Sales",www.syncron.com
Telelogic,Sweden,Software Services,http://www-01.ibm.com/software/rational/support/telelogic/
TerraNet AB,Sweden,"Peer-To-Peer, Mesh Networking",www.terranet.se
Tetra Pak,Sweden,Food Packaging,www.tetrapak.com
Thule Group,Sweden,Consumer Goods,ThuleGroup.comThule.com
Trelleborg (company),Sweden,Polymer Engineering,www.trelleborg.com
Trio AB,Sweden,Telecommunications,www.trio.com
TV4 Group,Sweden,Media,tv4gruppen.se/
Uddeholms AB,Sweden,Steel Production,Uddeholm.com
Umeå Energi,Sweden,"Electric Utility, Telecommunications",www.umeaenergi.se/
Urbanears,Sweden,Consumer Electronics,urbanears.com
Vattenfall,Sweden,Energy Production,group.vattenfall.com
Volvo,Sweden,Automotive,volvogroup.com
Volvo Buses,Sweden,Manufacturing,volvobuses.com
Volvo Penta,Sweden,Heavy Equipment,volvopenta.com
Volvo Trucks,Sweden,Automotive,volvotrucks.com
Wayne's Coffee,Sweden,Restaurants,www.waynescoffee.com
ABB Group,Switzerland,Electrical Equipment,www.abb.com
ACE Limited,Switzerland,Insurance And Reinsurance,chubb.com
Actelion,Switzerland,Pharmaceuticals/Biotech,actelion.com
Alchimie Forever,Switzerland,Skin Care,Alchimie-Forever.com
Alcon,Switzerland,Ophthalmology,www.alcon.com
